trust_code,region,trust_name,period,total_attendances,within_4hrs,pct_4hrs_total,pct_4 hrs_type1,total_emergency_dmissions,over_12hrs
RRK,NHS England Midlands ,University Hospitals Birmingham NHS Foundation Trust,2026-02,"33,951","21,089",62.1,58.2,"16,786","1,923"
RKB,NHS England Midlands ,University Hospitals Coventry And Warwickshire NHS Trust,2026-02,"19,194","14,226",74.1,57.8,"1,289",14
RTG,NHS England Midlands ,University Hospitals Of Derby And Burton NHS Foundation Trust,2026-02,"27,400","18,455",67.4,53.0,"5,625",727
RWE,NHS England Midlands ,University Hospitals Of Leicester NHS Trust,2026-02,"22,467","14,147",63.0,60.1,"10,140",727
RJE,NHS England Midlands ,University Hospitals Of North Midlands NHS Trust,2026-02,"22,289","14,433",64.8,44.2,"5,406",927
RBK,NHS England Midlands ,Walsall Healthcare NHS Trust,2026-02,"12,669","9,454",74.6,64.9,"4,810",331
RWP,NHS England Midlands ,Worcestershire Acute Hospitals NHS Trust,2026-02,"17,029","11,425",67.1,54.8,"3,648","1,059"
RLQ,NHS England Midlands ,Wye Valley NHS Trust,2026-02,"6,471","4,087",63.2,56.7,"1,451",234
RCF,NHS England North East And Yorkshire ,Airedale NHS Foundation Trust,2026-02,"5,872","3,565",60.7,59.3,"1,917",262
RFF,NHS England North East And Yorkshire ,Barnsley Hospital NHS Foundation Trust,2026-02,"8,519","6,417",75.3,75.3,"3,616",1
RAE,NHS England North East And Yorkshire ,Bradford Teaching Hospitals NHS Foundation Trust,2026-02,"12,446","10,469",84.1,77.1,"3,571",75
NNF09,NHS England North East And Yorkshire ,Bransholme Health Centre,2026-02,"3,846","3,321",86.3,,0,0
NNF16,NHS England North East And Yorkshire ,Bridlington Hospital,2026-02,"1,526","1,464",95.9,,0,0
RWY,NHS England North East And Yorkshire ,Calderdale And Huddersfield NHS Foundation Trust,2026-02,"14,380","11,799",82.1,82.1,"2,810",154
RXP,NHS England North East And Yorkshire ,County Durham And Darlington NHS Foundation Trust,2026-02,"21,216","16,345",77.0,57.5,"4,855",18
RP5,NHS England North East And Yorkshire ,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,2026-02,"16,077","11,350",70.6,62.3,"5,067",202
NNF94,NHS England North East And Yorkshire ,East Riding Community Hospital,2026-02,"3,038","2,826",93.0,,0,0
RR7,NHS England North East And Yorkshire ,Gateshead Health NHS Foundation Trust,2026-02,"9,397","7,054",75.1,56.7,"1,569",1
NNFA7,NHS England North East And Yorkshire ,Goole & District Hospital,2026-02,"1,790","1,785",99.7,,0,0
RCD,NHS England North East And Yorkshire ,Harrogate And District NHS Foundation Trust,2026-02,"6,120","4,695",76.7,70.3,"1,323",12
RWA,NHS England North East And Yorkshire ,Hull University Teaching Hospitals NHS Trust,2026-02,"12,783","7,703",60.3,46.3,"5,682",410
RV9,NHS England North East And Yorkshire ,Humber Teaching NHS Foundation Trust,2026-02,960,959,99.9,,0,0
RR8,NHS England North East And Yorkshire ,Leeds Teaching Hospitals NHS Trust,2026-02,"27,781","20,774",74.8,59.6,"4,464",884
ARN03,NHS England North East And Yorkshire ,Local Care Direct,2026-02,"2,403","2,394",99.6,,0,0
RXF,NHS England North East And Yorkshire ,Mid Yorkshire Teaching NHS Trust,2026-02,"20,984","15,153",72.2,62.1,"4,038",610
RNN,NHS England North East And Yorkshire ,North Cumbria Integrated Care NHS Foundation Trust,2026-02,"9,570","5,940",62.1,55.5,"2,374",378
RVW,NHS England North East And Yorkshire ,North Tees And Hartlepool NHS Foundation Trust,2026-02,"14,799","12,284",83.0,45.1,"4,275",39
RJL,NHS England North East And Yorkshire ,Northern Lincolnshire And Goole NHS Foundation Trust,2026-02,"15,675","11,251",71.8,54.0,"5,505",874
RTF,NHS England North East And Yorkshire ,Northumbria Healthcare NHS Foundation Trust,2026-02,"21,330","18,663",87.5,72.2,"4,352",0
RCU,NHS England North East And Yorkshire ,Sheffield Children's NHS Foundation Trust,2026-02,"4,559","4,246",93.1,92.5,983,0
RHQ,NHS England North East And Yorkshire ,Sheffield Teaching Hospitals NHS Foundation Trust,2026-02,"17,083","12,695",74.3,50.1,"6,211",4
RTR,NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,2026-02,"17,156","13,314",77.6,50.3,"4,896",35
R0B,NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,2026-02,"18,825","12,799",68.0,48.5,"5,251",1
RXG,NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,2026-02,0,0,,,131,0
RTD,NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2026-02,"21,240","16,047",75.6,51.6,"6,392",63
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,2026-02,"8,770","5,812",66.3,66.3,"1,997",54
AJN,NHS England North East And Yorkshire ,Workington Health Limited,2026-02,360,360,100.0,,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,2026-02,"16,508","10,646",64.5,45.6,"6,199",406
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,2026-02,"5,576","4,462",80.0,80.0,"1,110",0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,2026-02,"17,807","13,673",76.8,52.3,"3,803",624
RMC,NHS England North West ,Bolton NHS Foundation Trust,2026-02,"10,681","6,815",63.8,51.6,"3,327",483
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,2026-02,"2,994","2,955",98.7,,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,2026-02,"7,155","4,279",59.8,48.4,"2,884",747
RJN,NHS England North West ,East Cheshire NHS Trust,2026-02,"3,998","1,893",47.3,46.4,843,470
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,2026-02,"22,234","17,346",78.0,59.4,"5,425","1,059"
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,2026-02,"14,171","9,599",67.7,61.1,"4,100",393
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,2026-02,0,0,,,120,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,2026-02,"24,124","16,255",67.4,50.6,"6,988","1,234"
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,2026-02,"1,427","1,271",89.1,,121,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,2026-02,"41,598","30,229",72.7,60.4,"6,063",83
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,2026-02,"22,484","16,136",71.8,60.6,"7,262",480
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,2026-02,"12,255","11,872",96.9,,34,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,2026-02,"9,110","5,454",59.9,42.9,"2,874",634
Y02532,NHS England North West ,Miriam Minor Emergency,2026-02,"1,499","1,499",100.0,,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,2026-02,"31,715","21,892",69.0,59.3,"9,703","1,246"
NV693,NHS England North West ,Rossendale Miu & Ooh,2026-02,772,771,99.9,,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,2026-02,"1,476","1,457",98.7,,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,2026-02,"9,607","6,650",69.2,60.6,"3,331",380
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,2026-02,"10,579","6,456",61.0,48.3,"1,786",706
RBV,NHS England North West ,The Christie NHS Foundation Trust,2026-02,0,0,,,795,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,2026-02,0,0,,,151,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,2026-02,"11,976","8,288",69.2,55.0,"3,799",766
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,2026-02,"8,796","5,510",62.6,47.9,"1,770",825
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,2026-02,"3,123","2,918",93.4,,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,2026-02,"9,633","5,823",60.4,46.2,"3,756",758
RRF,NHS England North West ,"Wrightington, Wigan And Leigh Teaching Hospitals NHS Foundation Trust",2026-02,"11,347","7,377",65.0,39.1,"2,103",520
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,2026-02,"9,435","5,792",61.4,48.0,"3,350",452
NTV0B,NHS England South East ,Ashford Walk-In-Centre,2026-02,"2,156","2,127",98.7,,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,2026-02,"1,176","1,166",99.1,,28,0
Y02676,NHS England South East ,Brighton Station Health Centre,2026-02,"1,736","1,736",100.0,,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,2026-02,"12,116","8,919",73.6,62.5,"4,951",321
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,2026-02,"14,395","11,479",79.7,73.6,"3,771",344
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,2026-02,"23,344","17,484",74.9,55.2,"3,562",995
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,2026-02,"13,472","9,622",71.4,62.5,"3,145",113
AQM01,NHS England South East ,Faversham Medical Practice Miu,2026-02,"2,780","2,780",100.0,,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,2026-02,"2,041","2,037",99.8,,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,2026-02,"31,823","22,926",72.0,58.4,"6,145",713
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,2026-02,"2,535","2,512",99.1,,112,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,2026-02,"13,519","8,564",63.3,48.8,"4,441",18
NVE43,NHS England South East ,Hastings GP Led Health Centre,2026-02,767,767,100.0,,0,0
DJV01,NHS England South East ,Herne Bay Health Care Ltd,2026-02,"2,444","2,444",100.0,,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,2026-02,"5,124","3,811",74.4,65.4,"1,363",159
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,2026-02,"5,722","5,710",99.8,,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,2026-02,"19,642","15,372",78.3,75.9,"2,923",373
RPA,NHS England South East ,Medway NHS Foundation Trust,2026-02,"15,066","11,011",73.1,63.6,"2,073",817
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,2026-02,"3,490","3,418",97.9,,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,2026-02,"17,461","14,174",81.2,74.0,"9,135",0
AQN04,NHS England South East ,Phl Lymington Utc,2026-02,"2,699","2,692",99.7,,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,2026-02,"16,157","11,796",73.0,62.5,"5,300","1,039"
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,2026-02,"4,608","4,468",97.0,,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,2026-02,"4,829","4,585",94.9,,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,2026-02,"1,109","1,096",98.8,,502,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,2026-02,"16,055","12,106",75.4,65.7,"2,441",52
RA2,NHS England South East ,Royal Surrey NHS Foundation Trust,2026-02,"8,865","6,556",74.0,67.3,"3,198",8
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,2026-02,"9,234","5,183",56.1,56.1,"3,514",593
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,2026-02,"10,054","9,980",99.3,,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,2026-02,"10,670","7,911",74.1,71.5,"4,800",10
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,2026-02,"28,840","17,633",61.1,56.9,"9,385",946
ACH01,NHS England South East ,Whitstable Medical Practice,2026-02,"4,381","4,381",100.0,,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,2026-02,"2,462","2,416",98.1,,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,2026-02,"1,393","1,364",97.9,,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,2026-02,0,0,,,76,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,2026-02,"7,597","5,835",76.8,58.8,"2,092",91
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,2026-02,0,0,,,4,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,2026-02,"7,085","6,982",98.5,,20,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,2026-02,"12,330","7,735",62.7,62.7,"5,272",510
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,2026-02,"10,563","7,305",69.2,47.6,"3,657",444
RVJ,NHS England South West ,North Bristol NHS Trust,2026-02,"8,275","5,323",64.3,64.3,"5,320",430
L83087,NHS England South West ,Okehampton Medical Centre,2026-02,52,52,100.0,,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,2026-02,998,988,99.0,,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,2026-02,"16,225","12,093",74.5,42.0,"3,597",529
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,2026-02,"16,444","10,829",65.9,55.8,"4,928",298
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,2026-02,"8,288","4,643",56.0,56.0,"4,627",219
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,2026-02,"6,417","4,462",69.5,55.4,"2,121",152
NLX,NHS England South West ,Sirona Care & Health,2026-02,"7,354","7,150",97.2,,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,2026-02,"19,074","13,389",70.2,48.0,"4,342",196
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,2026-02,"1,809","1,787",98.8,,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,2026-02,537,537,100.0,,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,2026-02,"9,480","6,292",66.4,50.7,"3,080",74
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,2026-02,989,988,99.9,,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,2026-02,"16,545","11,155",67.4,63.8,"5,860",440
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,2026-02,"16,768","10,699",63.8,54.8,"6,251",454
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,2026-02,"14,866","9,748",65.6,36.5,"4,418",591
RC9,NHS England East Of England ,Bedfordshire Hospitals NHS Foundation Trust,2026-03,"27,101","21,675",80.0,69.4,"7,835",15
RGT,NHS England East Of England ,Cambridge University Hospitals NHS Foundation Trust,2026-03,"17,967","12,844",71.5,58.4,"3,475",404
RWH,NHS England East Of England ,East And North Hertfordshire Teaching NHS Trust,2026-03,"18,276","13,657",74.7,50.9,"2,681",65
RDE,NHS England East Of England ,East Suffolk And North Essex NHS Foundation Trust,2026-03,"25,184","19,320",76.7,56.9,"5,571",548
RY4,NHS England East Of England ,Hertfordshire Community NHS Trust,2026-03,"1,223","1,185",96.9,,0,0
DT301,NHS England East Of England ,Herts Urgent Care (Ascots Lane),2026-03,"2,144","2,034",94.9,,0,0
RGP,NHS England East Of England ,James Paget University Hospitals NHS Foundation Trust,2026-03,"9,372","6,694",71.4,65.3,"2,116",427
RAJ,NHS England East Of England ,Mid And South Essex NHS Foundation Trust,2026-03,"36,939","25,137",68.1,59.8,"10,303",793
RD8,NHS England East Of England ,Milton Keynes University Hospital NHS Foundation Trust,2026-03,"15,047","11,939",79.3,66.9,"3,057",0
RM1,NHS England East Of England ,Norfolk And Norwich University Hospitals NHS Foundation Trust,2026-03,"21,363","17,726",83.0,73.1,"3,831",261
RGN,NHS England East Of England ,North West Anglia NHS Foundation Trust,2026-03,"21,625","15,608",72.2,63.9,"5,646",945
Y02428,NHS England East Of England ,Putnoe Walk In Centre,2026-03,"2,867","2,867",100.0,,0,0
RQW,NHS England East Of England ,The Princess Alexandra Hospital NHS Trust,2026-03,"11,667","9,297",79.7,73.4,"2,230",177
RCX,NHS England East Of England ,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2026-03,"9,086","6,113",67.3,57.8,"2,319",108
RWG,NHS England East Of England ,West Hertfordshire Teaching Hospitals NHS Trust,2026-03,"17,531","15,841",90.4,81.9,"5,632",33
RGR,NHS England East Of England ,West Suffolk NHS Foundation Trust,2026-03,"9,239","7,228",78.2,75.4,"2,285",329
G0Q0L,NHS England London,Barking Hospital Utc,2026-03,"3,069","3,052",99.4,,0,0
RF4,NHS England London,"Barking, Havering And Redbridge University Hospitals NHS Trust",2026-03,"31,214","24,448",78.3,55.9,"5,886",608
R1H,NHS England London,Barts Health NHS Trust,2026-03,"45,558","34,557",75.9,61.3,"5,875","1,207"
AD913,NHS England London,Beckenham Beacon Ucc,2026-03,"3,896","3,875",99.5,,0,0
RYX,NHS England London,Central London Community Healthcare NHS Trust,2026-03,"13,234","13,020",98.4,,0,0
RQM,NHS England London,Chelsea And Westminster Hospital NHS Foundation Trust,2026-03,"28,011","22,149",79.1,73.8,"3,387",45
RJ6,NHS England London,Croydon Health Services NHS Trust,2026-03,"18,627","14,786",79.4,71.3,"1,294",678
RVR,NHS England London,Epsom And St Helier University Hospitals NHS Trust,2026-03,"14,046","10,547",75.1,72.0,"2,291",764
RJ1,NHS England London,Guy's And St Thomas' NHS Foundation Trust,2026-03,"17,742","13,198",74.4,60.0,"2,372",69
K6K0R,NHS England London,Harold Wood Polyclinic Utc,2026-03,"2,878","2,857",99.3,,0,0
RQX,NHS England London,Homerton Healthcare NHS Foundation Trust,2026-03,"11,459","9,751",85.1,85.1,"2,356",22
RYJ,NHS England London,Imperial College Healthcare NHS Trust,2026-03,"23,795","19,060",80.1,64.3,"4,968",0
RJZ,NHS England London,King's College Hospital NHS Foundation Trust,2026-03,"26,633","19,212",72.1,60.2,"3,944",661
RAX,NHS England London,Kingston And Richmond NHS Foundation Trust,2026-03,"16,099","12,566",78.1,56.5,"4,103",310
RJ2,NHS England London,Lewisham And Greenwich NHS Trust,2026-03,"35,406","26,851",75.8,51.5,"4,536",487
R1K,NHS England London,London North West University Healthcare NHS Trust,2026-03,"29,625","24,947",84.2,66.7,"7,426",408
RP6,NHS England London,Moorfields Eye Hospital NHS Foundation Trust,2026-03,"6,316","6,158",97.5,,271,0
RAT,NHS England London,North East London NHS Foundation Trust,2026-03,"1,896","1,841",97.1,,0,0
RAL,NHS England London,Royal Free London NHS Foundation Trust,2026-03,"44,561","35,941",80.7,71.1,"7,445","1,771"
RAN,NHS England London,Royal National Orthopaedic Hospital NHS Trust,2026-03,0,0,,,7,0
RJ7,NHS England London,St George's University Hospitals NHS Foundation Trust,2026-03,"13,294","10,397",78.2,69.6,"2,421",476
RAS,NHS England London,The Hillingdon Hospitals NHS Foundation Trust,2026-03,"12,287","9,928",80.8,57.6,"1,882",14
Y03218,NHS England London,The Pinn Unregistered Wic,2026-03,"1,094","1,094",100.0,,0,0
